id,invoice_id,tanggal_transaksi,customer_id,nama_produk,jenis_produk,kategori_produk,quantity,harga_jual,jenis_pembayaran,jenis_pesanan,nilai_penjualan
226,226,6/27/22,16,Indomie Rasa Soto Padang,mie-kuah,makanan,1,10000,QRIS-OTHERS,Delivery,10000
227,227,7/20/22,20,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,2,10000,QRIS-OVO,Dine-In,20000
228,228,8/26/22,32,Indomie Rasa Soto Lamongan,mie-kuah,makanan,1,10000,QRIS-OTHERS,Delivery,10000
229,229,4/29/22,78,Indomie Goreng Sambal Matah,mie-goreng,makanan,1,9000,QRIS-OTHERS,Delivery,9000
230,230,3/20/22,45,Indomie Rasa Empal Gentong,mie-kuah,makanan,2,10000,QRIS-OVO,Dine-In,20000
231,231,6/9/22,66,Indomie Goreng Spesial,mie-goreng,makanan,2,9000,CASH,Dine-In,18000
232,232,1/29/22,50,Indomie Rasa Soto Betawi,mie-kuah,makanan,2,10000,CASH,Dine-In,20000
233,233,3/21/22,2,Indomie Goreng Cabe Ijo,mie-goreng,makanan,3,9000,CASH,Dine-In,27000
234,234,4/29/22,74,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,1,10000,QRIS-OTHERS,Dine-In,10000
235,235,6/22/22,72,Indomie Rasa Mi Kocok Bandung,mie-kuah,makanan,1,10000,CASH,Dine-In,10000
236,236,1/24/22,3,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,1,10000,QRIS-GOPAY,Delivery,10000
237,237,6/13/22,60,Indomie Rasa Soto Padang,mie-kuah,makanan,2,10000,QRIS-OTHERS,Delivery,20000
238,238,5/31/22,28,Indomie Goreng Sambal Matah,mie-goreng,makanan,3,9000,QRIS-OVO,Delivery,27000
239,239,1/3/22,93,Indomie Ayam Spesial,mie-kuah,makanan,3,9000,QRIS-GOPAY,Delivery,27000
240,240,1/25/22,74,Indomie Goreng Cabe Ijo,mie-goreng,makanan,2,9000,CASH,Delivery,18000
241,241,4/6/22,73,indomie Ayam Bawang,mie-kuah,makanan,1,9000,QRIS-DANA,Delivery,9000
242,242,2/17/22,66,Indomie Ayam Spesial,mie-kuah,makanan,1,9000,CASH,Delivery,9000
243,243,8/8/22,79,Indomie Ayam Spesial,mie-kuah,makanan,3,9000,QRIS-OTHERS,Delivery,27000
244,244,3/22/22,80,Indomie Rasa Mi Kocok Bandung,mie-kuah,makanan,3,10000,QRIS-SHOPEEPAY,Delivery,30000
245,245,4/11/22,74,Indomie Goreng Cabe Ijo,mie-goreng,makanan,3,9000,QRIS-GOPAY,Delivery,27000
246,246,2/9/22,12,Indomie Rasa Soto Lamongan,mie-kuah,makanan,1,10000,QRIS-OVO,Delivery,10000
247,247,3/25/22,42,Indomie Rasa Soto Lamongan,mie-kuah,makanan,1,10000,QRIS-OTHERS,Dine-In,10000
248,248,4/13/22,22,Indomie Rasa Soto Betawi,mie-kuah,makanan,3,10000,QRIS-SHOPEEPAY,Dine-In,30000
249,249,5/12/22,24,Indomie Goreng Spesial,mie-goreng,makanan,2,9000,CASH,Delivery,18000
250,250,4/23/22,100,Indomie Rasa Sop Buntut,mie-kuah,makanan,1,10000,CASH,Delivery,10000
251,251,2/2/22,100,Indomie Goreng Aceh,mie-goreng,makanan,2,9000,CASH,Delivery,18000
252,252,6/18/22,61,Indomie Goreng Aceh,mie-goreng,makanan,2,9000,CASH,Dine-In,18000
253,253,6/11/22,27,Indomie Rasa Soto Betawi,mie-kuah,makanan,3,10000,QRIS-OVO,Dine-In,30000
254,254,5/10/22,64,Indomie Goreng Cabe Ijo,mie-goreng,makanan,1,9000,CASH,Delivery,9000
255,255,1/14/22,21,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,1,10000,QRIS-DANA,Dine-In,10000
256,256,1/28/22,80,Indomie Rasa Soto Lamongan,mie-kuah,makanan,3,10000,CASH,Dine-In,30000
257,257,4/11/22,3,Indomie Rasa Soto Padang,mie-kuah,makanan,2,10000,QRIS-DANA,Delivery,20000
258,258,3/26/22,34,Indomie Goreng Sambal Matah,mie-goreng,makanan,1,9000,QRIS-OTHERS,Dine-In,9000
259,259,2/22/22,39,indomie Kari Ayam,mie-kuah,makanan,3,9000,CASH,Delivery,27000
260,260,6/27/22,24,indomie Kari Ayam,mie-kuah,makanan,2,9000,QRIS-DANA,Delivery,18000
261,261,7/20/22,56,Indomie Rasa Soto Lamongan,mie-kuah,makanan,1,10000,CASH,Delivery,10000
262,262,5/14/22,15,Indomie Goreng Aceh,mie-goreng,makanan,3,9000,QRIS-DANA,Delivery,27000
263,263,1/5/22,81,Indomie Goreng Cabe Ijo,mie-goreng,makanan,1,9000,QRIS-OVO,Dine-In,9000
264,264,2/28/22,67,Indomie Goreng Rendang,mie-goreng,makanan,1,9000,QRIS-OVO,Delivery,9000
265,265,2/25/22,91,Indomie Soto Mie,mie-kuah,makanan,3,9000,CASH,Dine-In,27000
266,266,6/30/22,11,Indomie Rasa Mi Kocok Bandung,mie-kuah,makanan,1,10000,QRIS-SHOPEEPAY,Delivery,10000
267,267,8/16/22,64,Indomie Goreng Pedas,mie-goreng,makanan,3,9000,QRIS-OVO,Dine-In,27000
268,268,6/6/22,99,Indomie Rasa Sop Buntut,mie-kuah,makanan,1,10000,QRIS-SHOPEEPAY,Dine-In,10000
269,269,5/11/22,6,Indomie Rasa Mi Kocok Bandung,mie-kuah,makanan,2,10000,QRIS-GOPAY,Delivery,20000
270,270,5/26/22,35,Indomie Ayam Spesial,mie-kuah,makanan,1,9000,QRIS-OTHERS,Delivery,9000
271,271,5/26/22,63,Indomie Rasa Empal Gentong,mie-kuah,makanan,3,10000,QRIS-OTHERS,Dine-In,30000
272,272,7/18/22,27,Indomie Rasa Soto Lamongan,mie-kuah,makanan,2,10000,QRIS-DANA,Dine-In,20000
273,273,5/29/22,63,Indomie Baso Sapi,mie-kuah,makanan,3,9000,QRIS-DANA,Dine-In,27000
274,274,1/6/22,21,indomie Kari Ayam,mie-kuah,makanan,1,9000,QRIS-DANA,Dine-In,9000
275,275,1/10/22,1,Indomie Goreng Aceh,mie-goreng,makanan,2,9000,QRIS-GOPAY,Delivery,18000
276,276,6/7/22,25,Indomie Goreng Rendang,mie-goreng,makanan,3,9000,QRIS-DANA,Dine-In,27000
277,277,8/29/22,92,Indomie Goreng Spesial,mie-goreng,makanan,1,9000,QRIS-DANA,Dine-In,9000
278,278,1/22/22,94,Indomie Rasa Soto Betawi,mie-kuah,makanan,3,10000,QRIS-DANA,Dine-In,30000
279,279,2/23/22,33,Indomie Rasa Sop Buntut,mie-kuah,makanan,2,10000,CASH,Dine-In,20000
280,280,4/27/22,39,Indomie Soto Mie,mie-kuah,makanan,3,9000,QRIS-GOPAY,Dine-In,27000
281,281,5/17/22,64,Indomie Goreng Cabe Ijo,mie-goreng,makanan,3,9000,QRIS-GOPAY,Dine-In,27000
282,282,1/18/22,84,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,3,10000,QRIS-GOPAY,Dine-In,30000
283,283,5/3/22,24,Indomie Baso Sapi,mie-kuah,makanan,2,9000,CASH,Delivery,18000
284,284,8/18/22,9,Indomie Rasa Mi Kocok Bandung,mie-kuah,makanan,3,10000,QRIS-GOPAY,Dine-In,30000
285,285,7/23/22,27,Indomie Rasa Soto Betawi,mie-kuah,makanan,3,10000,CASH,Delivery,30000
286,286,7/24/22,23,Indomie Baso Sapi,mie-kuah,makanan,3,9000,QRIS-DANA,Dine-In,27000
287,287,5/29/22,93,Indomie Rasa Mi Kocok Bandung,mie-kuah,makanan,2,10000,QRIS-OTHERS,Delivery,20000
288,288,2/8/22,68,Indomie Goreng Pedas,mie-goreng,makanan,2,9000,QRIS-OVO,Delivery,18000
289,289,2/25/22,24,Indomie Rasa Soto Lamongan,mie-kuah,makanan,1,10000,QRIS-GOPAY,Delivery,10000
290,290,3/22/22,80,Indomie Soto Mie,mie-kuah,makanan,1,9000,QRIS-OTHERS,Delivery,9000
291,291,1/23/22,19,Indomie Goreng Rendang,mie-goreng,makanan,3,9000,QRIS-OTHERS,Dine-In,27000
292,292,4/27/22,48,Indomie Goreng Cabe Ijo,mie-goreng,makanan,1,9000,QRIS-DANA,Dine-In,9000
293,293,3/3/22,79,Indomie Rasa Mi Kocok Bandung,mie-kuah,makanan,2,10000,CASH,Delivery,20000
294,294,8/23/22,28,Indomie Rasa Soto Padang,mie-kuah,makanan,3,10000,QRIS-DANA,Dine-In,30000
295,295,2/22/22,59,indomie Ayam Bawang,mie-kuah,makanan,2,9000,QRIS-GOPAY,Dine-In,18000
296,296,3/6/22,13,Indomie Ayam Spesial,mie-kuah,makanan,3,9000,QRIS-DANA,Delivery,27000
297,297,4/23/22,30,Indomie Goreng Sambal Matah,mie-goreng,makanan,1,9000,QRIS-DANA,Dine-In,9000
298,298,8/30/22,75,Indomie Baso Sapi,mie-kuah,makanan,2,9000,QRIS-OVO,Delivery,18000
299,299,3/27/22,44,Indomie Rasa Empal Gentong,mie-kuah,makanan,1,10000,CASH,Delivery,10000
300,300,5/31/22,37,Indomie Goreng Sambal Matah,mie-goreng,makanan,3,9000,QRIS-DANA,Dine-In,27000
301,301,2/20/22,6,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,3,10000,QRIS-GOPAY,Dine-In,30000
302,302,1/8/22,47,Indomie Rasa Sop Buntut,mie-kuah,makanan,3,10000,QRIS-SHOPEEPAY,Dine-In,30000
303,303,2/7/22,9,Indomie Baso Sapi,mie-kuah,makanan,3,9000,QRIS-SHOPEEPAY,Delivery,27000
304,304,7/1/22,95,Indomie Ayam Spesial,mie-kuah,makanan,3,9000,QRIS-OTHERS,Delivery,27000
305,305,4/24/22,37,Indomie Rasa Soto Lamongan,mie-kuah,makanan,3,10000,QRIS-OTHERS,Dine-In,30000
306,306,7/8/22,87,Indomie Goreng Sambal Matah,mie-goreng,makanan,3,9000,QRIS-GOPAY,Delivery,27000
307,307,6/13/22,82,Indomie Goreng Pedas,mie-goreng,makanan,2,9000,QRIS-GOPAY,Delivery,18000
308,308,5/3/22,3,Indomie Rasa Soto Betawi,mie-kuah,makanan,3,10000,CASH,Delivery,30000
309,309,7/23/22,83,Indomie Goreng Sambal Matah,mie-goreng,makanan,1,9000,QRIS-GOPAY,Delivery,9000
310,310,3/25/22,61,indomie Kari Ayam,mie-kuah,makanan,3,9000,QRIS-SHOPEEPAY,Dine-In,27000
311,311,2/12/22,89,Indomie Ayam Spesial,mie-kuah,makanan,2,9000,QRIS-OTHERS,Dine-In,18000
312,312,7/24/22,21,Indomie Goreng Spesial,mie-goreng,makanan,3,9000,QRIS-DANA,Delivery,27000
313,313,2/7/22,9,indomie Kari Ayam,mie-kuah,makanan,1,9000,QRIS-DANA,Dine-In,9000
314,314,1/14/22,16,Indomie Rasa Sop Buntut,mie-kuah,makanan,1,10000,QRIS-SHOPEEPAY,Delivery,10000
315,315,7/12/22,82,Indomie Goreng Spesial,mie-goreng,makanan,1,9000,CASH,Dine-In,9000
316,316,6/22/22,49,Indomie Baso Sapi,mie-kuah,makanan,3,9000,QRIS-DANA,Dine-In,27000
317,317,2/4/22,22,Indomie Goreng Cabe Ijo,mie-goreng,makanan,1,9000,QRIS-DANA,Dine-In,9000
318,318,6/22/22,74,Indomie Goreng Rendang,mie-goreng,makanan,1,9000,QRIS-GOPAY,Delivery,9000
319,319,6/6/22,79,Indomie Goreng Rendang,mie-goreng,makanan,2,9000,QRIS-SHOPEEPAY,Delivery,18000
320,320,3/15/22,56,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,3,10000,QRIS-SHOPEEPAY,Delivery,30000
321,321,8/23/22,80,Indomie Goreng Spesial,mie-goreng,makanan,3,9000,QRIS-DANA,Delivery,27000
322,322,8/11/22,66,Indomie Goreng Aceh,mie-goreng,makanan,2,9000,QRIS-SHOPEEPAY,Delivery,18000
323,323,1/26/22,82,Indomie Goreng Spesial,mie-goreng,makanan,2,9000,QRIS-DANA,Dine-In,18000
324,324,5/17/22,8,Indomie Goreng Spesial,mie-goreng,makanan,2,9000,CASH,Dine-In,18000
325,325,1/11/22,70,Indomie Rasa Soto Betawi,mie-kuah,makanan,2,10000,CASH,Delivery,20000
326,326,7/15/22,20,Indomie Rasa Mi Kocok Bandung,mie-kuah,makanan,3,10000,CASH,Delivery,30000
327,327,5/31/22,79,Indomie Rasa Soto Betawi,mie-kuah,makanan,1,10000,QRIS-GOPAY,Delivery,10000
328,328,4/7/22,69,Indomie Rasa Soto Betawi,mie-kuah,makanan,1,10000,QRIS-DANA,Dine-In,10000
329,329,4/1/22,52,Indomie Goreng Rendang,mie-goreng,makanan,2,9000,QRIS-GOPAY,Dine-In,18000
330,330,6/5/22,8,Indomie Rasa Sop Buntut,mie-kuah,makanan,3,10000,QRIS-DANA,Dine-In,30000
331,331,2/20/22,68,Indomie Rasa Empal Gentong,mie-kuah,makanan,1,10000,QRIS-DANA,Dine-In,10000
332,332,2/15/22,84,Indomie Soto Mie,mie-kuah,makanan,3,9000,CASH,Delivery,27000
333,333,1/5/22,74,Indomie Goreng Pedas,mie-goreng,makanan,1,9000,CASH,Dine-In,9000
334,334,7/30/22,39,indomie Ayam Bawang,mie-kuah,makanan,2,9000,QRIS-OTHERS,Dine-In,18000
335,335,5/15/22,54,Indomie Rasa Mi Kocok Bandung,mie-kuah,makanan,2,10000,QRIS-OVO,Dine-In,20000
336,336,7/19/22,80,Indomie Goreng Spesial,mie-goreng,makanan,1,9000,QRIS-OVO,Delivery,9000
337,337,4/26/22,21,Indomie Rasa Soto Betawi,mie-kuah,makanan,1,10000,QRIS-DANA,Delivery,10000
338,338,7/10/22,26,Indomie Rasa Soto Betawi,mie-kuah,makanan,1,10000,CASH,Delivery,10000
339,339,2/5/22,78,Indomie Goreng Cabe Ijo,mie-goreng,makanan,3,9000,QRIS-OVO,Delivery,27000
340,340,6/8/22,69,Indomie Goreng Sambal Matah,mie-goreng,makanan,1,9000,QRIS-OTHERS,Delivery,9000
341,341,1/14/22,96,Indomie Rasa Mi Kocok Bandung,mie-kuah,makanan,3,10000,QRIS-OVO,Dine-In,30000
342,342,1/28/22,96,indomie Ayam Bawang,mie-kuah,makanan,1,9000,QRIS-OTHERS,Dine-In,9000
343,343,7/19/22,49,Indomie Rasa Soto Betawi,mie-kuah,makanan,2,10000,CASH,Dine-In,20000
344,344,7/8/22,44,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,1,10000,CASH,Dine-In,10000
345,345,3/15/22,30,Indomie Rasa Sop Buntut,mie-kuah,makanan,2,10000,CASH,Delivery,20000
346,346,4/20/22,7,indomie Kari Ayam,mie-kuah,makanan,2,9000,QRIS-OVO,Dine-In,18000
347,347,1/3/22,79,Indomie Rasa Soto Lamongan,mie-kuah,makanan,1,10000,QRIS-OTHERS,Dine-In,10000
348,348,8/6/22,39,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,2,10000,CASH,Dine-In,20000
349,349,1/7/22,54,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,2,10000,QRIS-DANA,Dine-In,20000
350,350,5/27/22,6,Indomie Rasa Empal Gentong,mie-kuah,makanan,3,10000,QRIS-SHOPEEPAY,Delivery,30000
351,351,4/25/22,29,Indomie Rasa Soto Padang,mie-kuah,makanan,3,10000,QRIS-GOPAY,Dine-In,30000
352,352,3/10/22,32,Indomie Goreng Pedas,mie-goreng,makanan,3,9000,QRIS-DANA,Dine-In,27000
353,353,5/17/22,83,Indomie Rasa Soto Betawi,mie-kuah,makanan,2,10000,CASH,Delivery,20000
354,354,3/25/22,77,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,1,10000,QRIS-SHOPEEPAY,Delivery,10000
355,355,1/16/22,68,Indomie Goreng Rendang,mie-goreng,makanan,1,9000,QRIS-GOPAY,Dine-In,9000
356,356,2/28/22,36,Indomie Rasa Soto Betawi,mie-kuah,makanan,2,10000,QRIS-OVO,Dine-In,20000
357,357,8/14/22,4,Indomie Rasa Soto Betawi,mie-kuah,makanan,2,10000,QRIS-DANA,Dine-In,20000
358,358,1/10/22,68,indomie Ayam Bawang,mie-kuah,makanan,1,9000,CASH,Delivery,9000
359,359,1/10/22,26,Indomie Rasa Soto Lamongan,mie-kuah,makanan,1,10000,QRIS-DANA,Dine-In,10000
360,360,8/16/22,100,Indomie Soto Mie,mie-kuah,makanan,2,9000,QRIS-SHOPEEPAY,Delivery,18000
361,361,8/10/22,58,Indomie Goreng Cabe Ijo,mie-goreng,makanan,3,9000,QRIS-GOPAY,Delivery,27000
362,362,1/11/22,96,Indomie Goreng Rendang,mie-goreng,makanan,2,9000,QRIS-SHOPEEPAY,Dine-In,18000
363,363,5/12/22,84,Indomie Rasa Soto Lamongan,mie-kuah,makanan,2,10000,QRIS-DANA,Delivery,20000
364,364,6/7/22,12,Indomie Goreng Cabe Ijo,mie-goreng,makanan,2,9000,QRIS-SHOPEEPAY,Delivery,18000
365,365,5/12/22,7,Indomie Rasa Soto Betawi,mie-kuah,makanan,3,10000,QRIS-OTHERS,Delivery,30000
366,366,7/31/22,69,Indomie Rasa Empal Gentong,mie-kuah,makanan,3,10000,QRIS-OTHERS,Delivery,30000
367,367,5/29/22,48,Indomie Goreng Cabe Ijo,mie-goreng,makanan,1,9000,QRIS-GOPAY,Delivery,9000
368,368,4/26/22,39,Indomie Goreng Cabe Ijo,mie-goreng,makanan,2,9000,QRIS-SHOPEEPAY,Dine-In,18000
369,369,4/18/22,18,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,3,10000,QRIS-OVO,Dine-In,30000
370,370,2/21/22,52,Indomie Rasa Soto Betawi,mie-kuah,makanan,3,10000,QRIS-GOPAY,Delivery,30000
371,371,1/27/22,94,Indomie Goreng Rendang,mie-goreng,makanan,2,9000,CASH,Dine-In,18000
372,372,1/30/22,18,Indomie Goreng Pedas,mie-goreng,makanan,1,9000,QRIS-GOPAY,Dine-In,9000
373,373,6/19/22,1,Indomie Rasa Soto Betawi,mie-kuah,makanan,1,10000,QRIS-DANA,Dine-In,10000
374,374,6/24/22,8,Indomie Rasa Soto Betawi,mie-kuah,makanan,2,10000,CASH,Delivery,20000
375,375,4/7/22,80,Indomie Baso Sapi,mie-kuah,makanan,1,9000,QRIS-SHOPEEPAY,Dine-In,9000
376,376,4/9/22,56,Indomie Rasa Empal Gentong,mie-kuah,makanan,2,10000,QRIS-OVO,Delivery,20000
377,377,3/6/22,38,Indomie Baso Sapi,mie-kuah,makanan,2,9000,CASH,Delivery,18000
378,378,6/18/22,60,Indomie Ayam Spesial,mie-kuah,makanan,3,9000,QRIS-DANA,Delivery,27000
379,379,7/10/22,75,Indomie Rasa Empal Gentong,mie-kuah,makanan,1,10000,QRIS-SHOPEEPAY,Dine-In,10000
380,380,2/24/22,40,Indomie Rasa Soto Lamongan,mie-kuah,makanan,1,10000,QRIS-GOPAY,Dine-In,10000
381,381,5/15/22,32,Indomie Goreng Spesial,mie-goreng,makanan,1,9000,QRIS-SHOPEEPAY,Delivery,9000
382,382,5/5/22,56,indomie Kari Ayam,mie-kuah,makanan,3,9000,QRIS-OTHERS,Dine-In,27000
383,383,5/22/22,5,Indomie Goreng Cabe Ijo,mie-goreng,makanan,2,9000,QRIS-OTHERS,Dine-In,18000
384,384,3/14/22,9,Indomie Rasa Sop Buntut,mie-kuah,makanan,2,10000,QRIS-GOPAY,Dine-In,20000
385,385,7/1/22,18,Indomie Rasa Sop Buntut,mie-kuah,makanan,1,10000,CASH,Delivery,10000
386,386,1/20/22,15,Indomie Goreng Pedas,mie-goreng,makanan,1,9000,QRIS-GOPAY,Dine-In,9000
387,387,4/21/22,19,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,2,10000,QRIS-GOPAY,Dine-In,20000
388,388,8/5/22,7,Indomie Goreng Rendang,mie-goreng,makanan,2,9000,QRIS-OTHERS,Dine-In,18000
389,389,7/5/22,2,Indomie Rasa Empal Gentong,mie-kuah,makanan,1,10000,QRIS-SHOPEEPAY,Dine-In,10000
390,390,7/23/22,97,indomie Kari Ayam,mie-kuah,makanan,1,9000,QRIS-GOPAY,Delivery,9000
391,391,8/20/22,36,Indomie Rasa Empal Gentong,mie-kuah,makanan,2,10000,CASH,Dine-In,20000
392,392,3/18/22,9,Indomie Goreng Spesial,mie-goreng,makanan,1,9000,QRIS-DANA,Delivery,9000
393,393,7/17/22,85,Indomie Goreng Pedas,mie-goreng,makanan,2,9000,CASH,Delivery,18000
394,394,7/24/22,88,Indomie Rasa Soto Betawi,mie-kuah,makanan,2,10000,QRIS-OVO,Delivery,20000
395,395,8/29/22,98,Indomie Rasa Soto Padang,mie-kuah,makanan,2,10000,QRIS-DANA,Dine-In,20000
396,396,7/3/22,57,Indomie Soto Mie,mie-kuah,makanan,2,9000,QRIS-OVO,Delivery,18000
397,397,8/17/22,74,Indomie Goreng Rendang,mie-goreng,makanan,1,9000,QRIS-SHOPEEPAY,Dine-In,9000
398,398,4/20/22,52,Indomie Rasa Soto Lamongan,mie-kuah,makanan,3,10000,QRIS-GOPAY,Delivery,30000
399,399,4/21/22,46,Indomie Rasa Soto Lamongan,mie-kuah,makanan,1,10000,CASH,Dine-In,10000
400,400,3/27/22,34,indomie Ayam Bawang,mie-kuah,makanan,3,9000,QRIS-GOPAY,Delivery,27000
401,401,3/7/22,70,Indomie Rasa Soto Padang,mie-kuah,makanan,3,10000,QRIS-OTHERS,Dine-In,30000
402,402,5/27/22,66,Indomie Goreng Rendang,mie-goreng,makanan,2,9000,QRIS-OTHERS,Dine-In,18000
403,403,4/17/22,56,Indomie Rasa Sop Buntut,mie-kuah,makanan,2,10000,CASH,Delivery,20000
404,404,2/7/22,6,Indomie Baso Sapi,mie-kuah,makanan,3,9000,QRIS-OTHERS,Delivery,27000
405,405,5/7/22,87,indomie Kari Ayam,mie-kuah,makanan,3,9000,QRIS-OTHERS,Dine-In,27000
406,406,3/6/22,97,Indomie Goreng Spesial,mie-goreng,makanan,2,9000,QRIS-GOPAY,Delivery,18000
407,407,5/16/22,72,Indomie Baso Sapi,mie-kuah,makanan,2,9000,QRIS-OVO,Delivery,18000
408,408,5/18/22,84,Indomie Rasa Soto Betawi,mie-kuah,makanan,2,10000,QRIS-OVO,Dine-In,20000
409,409,5/17/22,38,indomie Kari Ayam,mie-kuah,makanan,1,9000,QRIS-DANA,Delivery,9000
410,410,3/12/22,53,indomie Kari Ayam,mie-kuah,makanan,3,9000,QRIS-DANA,Delivery,27000
411,411,5/2/22,10,Indomie Rasa Sop Buntut,mie-kuah,makanan,2,10000,QRIS-OVO,Dine-In,20000
412,412,4/8/22,94,Indomie Ayam Spesial,mie-kuah,makanan,3,9000,CASH,Dine-In,27000
413,413,1/28/22,91,Indomie Goreng Pedas,mie-goreng,makanan,3,9000,QRIS-OVO,Dine-In,27000
414,414,7/23/22,73,Indomie Rasa Empal Gentong,mie-kuah,makanan,2,10000,QRIS-OVO,Dine-In,20000
415,415,2/26/22,55,Indomie Goreng Cabe Ijo,mie-goreng,makanan,1,9000,QRIS-DANA,Dine-In,9000
416,416,3/23/22,11,Indomie Rasa Soto Betawi,mie-kuah,makanan,1,10000,QRIS-GOPAY,Dine-In,10000
417,417,4/9/22,11,Indomie Rasa Sop Buntut,mie-kuah,makanan,1,10000,QRIS-SHOPEEPAY,Dine-In,10000
418,418,5/24/22,63,Indomie Goreng Pedas,mie-goreng,makanan,2,9000,QRIS-GOPAY,Dine-In,18000
419,419,6/11/22,83,Indomie Goreng Pedas,mie-goreng,makanan,3,9000,QRIS-SHOPEEPAY,Delivery,27000
420,420,5/10/22,2,Indomie Rasa Sop Buntut,mie-kuah,makanan,1,10000,QRIS-GOPAY,Dine-In,10000
421,421,2/6/22,59,Indomie Rasa Empal Gentong,mie-kuah,makanan,3,10000,QRIS-OVO,Delivery,30000
422,422,5/28/22,34,indomie Kari Ayam,mie-kuah,makanan,3,9000,QRIS-SHOPEEPAY,Dine-In,27000
423,423,7/18/22,99,Indomie Goreng Cabe Ijo,mie-goreng,makanan,1,9000,QRIS-DANA,Dine-In,9000
424,424,6/22/22,53,Indomie Baso Sapi,mie-kuah,makanan,2,9000,QRIS-GOPAY,Dine-In,18000
425,425,3/31/22,40,Indomie Goreng Sambal Matah,mie-goreng,makanan,1,9000,QRIS-OVO,Delivery,9000
426,426,3/14/22,34,Indomie Soto Mie,mie-kuah,makanan,1,9000,CASH,Dine-In,9000
427,427,7/20/22,21,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,3,10000,QRIS-DANA,Delivery,30000
428,428,6/3/22,50,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,2,10000,CASH,Dine-In,20000
429,429,1/25/22,13,Indomie Soto Mie,mie-kuah,makanan,3,9000,QRIS-GOPAY,Dine-In,27000
430,430,5/10/22,89,Indomie Goreng Aceh,mie-goreng,makanan,1,9000,QRIS-DANA,Delivery,9000
431,431,5/13/22,55,indomie Ayam Bawang,mie-kuah,makanan,3,9000,QRIS-SHOPEEPAY,Dine-In,27000
432,432,5/29/22,42,indomie Kari Ayam,mie-kuah,makanan,3,9000,CASH,Delivery,27000
433,433,8/21/22,10,Indomie Goreng Sambal Matah,mie-goreng,makanan,2,9000,CASH,Delivery,18000
434,434,5/24/22,4,Indomie Rasa Sop Buntut,mie-kuah,makanan,3,10000,QRIS-OTHERS,Dine-In,30000
435,435,2/6/22,33,Indomie Goreng Aceh,mie-goreng,makanan,1,9000,QRIS-SHOPEEPAY,Delivery,9000
436,436,6/2/22,52,Indomie Rasa Soto Padang,mie-kuah,makanan,1,10000,QRIS-DANA,Delivery,10000
437,437,3/30/22,71,Indomie Rasa Mi Kocok Bandung,mie-kuah,makanan,2,10000,QRIS-DANA,Delivery,20000
438,438,3/2/22,23,Indomie Goreng Aceh,mie-goreng,makanan,1,9000,QRIS-SHOPEEPAY,Dine-In,9000
439,439,8/19/22,39,Indomie Rasa Soto Betawi,mie-kuah,makanan,2,10000,QRIS-OVO,Delivery,20000
440,440,3/3/22,85,Indomie Rasa Empal Gentong,mie-kuah,makanan,3,10000,QRIS-OVO,Dine-In,30000
441,441,4/25/22,90,Indomie Goreng Cabe Ijo,mie-goreng,makanan,2,9000,QRIS-GOPAY,Dine-In,18000
442,442,8/27/22,15,Indomie Rasa Soto Betawi,mie-kuah,makanan,2,10000,QRIS-GOPAY,Dine-In,20000
443,443,5/2/22,78,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,1,10000,QRIS-DANA,Dine-In,10000
444,444,7/19/22,59,Indomie Rasa Soto Banjar Limau Kuit,mie-kuah,makanan,3,10000,QRIS-SHOPEEPAY,Dine-In,30000
445,445,7/31/22,16,Indomie Rasa Mi Kocok Bandung,mie-kuah,makanan,2,10000,QRIS-GOPAY,Delivery,20000
446,446,1/1/22,76,Indomie Baso Sapi,mie-kuah,makanan,2,9000,QRIS-GOPAY,Dine-In,18000
447,447,4/26/22,11,Indomie Goreng Aceh,mie-goreng,makanan,2,9000,CASH,Delivery,18000
448,448,1/7/22,48,indomie Ayam Bawang,mie-kuah,makanan,3,9000,CASH,Dine-In,27000
449,449,4/20/22,84,indomie Ayam Bawang,mie-kuah,makanan,3,9000,QRIS-OTHERS,Dine-In,27000
450,450,1/27/22,65,Indomie Soto Mie,mie-kuah,makanan,1,9000,QRIS-OVO,Dine-In,9000
451,451,6/3/22,35,Indomie Soto Mie,mie-kuah,makanan,2,9000,QRIS-SHOPEEPAY,Dine-In,18000
452,452,5/24/22,90,Indomie Goreng Pedas,mie-goreng,makanan,1,9000,QRIS-SHOPEEPAY,Dine-In,9000
